#;COLAlloc;Quantity;MinQuantity;MaxQuantity;HasSalesBudgetReservation;RequiresOrderCombination;NrOfActiveRoutingChainUpstream;SelectedShippingShop;Вид ГП;DeliveryType;ImgPlannedStatus;RoutingId;Name;ProductId;ProductName;LatestDesiredDeliveryDate;ProductSpecificationId;ResourceGroupIds
4962;40375384/1;60;54;66;ИСТИНА;ИСТИНА;1;15;ПХИ;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;D4AF3C182F6439FAFC98D7348199E8B7;G_OTGRD, G_VSL1
4963;40365118/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛСТ;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;A68C0315DB8607CB00E946CC5F0716A1;G_OTGRH
4964;40375687/7;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;23AF0D7CCAD64ECC9246C5001F3341CB;G_OTGRH
4965;40364203/9;130;123,5;136,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;2C36C0711B2C94342212D2E4043F155E;G_OTGRG
4966;40375113/21;750;712,5;787,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;903EEC47F0DED3CDCD30BD942E9B9F25;G_OTGRG
4967;40372806/1;20;18;20,02;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;B7810C45513284B43C071939536C35EE;G_OTGRD, G_VSL1
4968;40375113/19;130;123,5;136,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;1302F2B09F4969BA82D2CB1E98B41EC5;G_OTGRG
4969;40365409/6;9,1;5,12;13,12;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;DDC0A7967DC7DCB93DC8AD64255607B1;G_OTGRD
4970;40363974/4;272;244,8;285,6;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;17-мая-2020;F5D3709965D9C544177F03268AA1DAF0;G_OTGRH, G_VSL1
4971;40375617/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;9E19F6D439936AA2E2E129CC958E12EA;G_OTGRD, G_VSL1
4972;40375260/3;300;285;315;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;3BAFE1B061B0AAFEA1DF8F675913F1DE;G_OTGRG
4973;40368514/5;160;144;168;ИСТИНА;ЛОЖЬ;4;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;72185F71F693872BCB4D2D42225AACF5;G_OTGRD, G_VSL1
4974;40375381/3;106,5;95,85;117,15;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;5C0E1355CB5599AE25B5ED9EF865B365;G_OTGRD, G_VSL1
4975;40375635/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;5A63DC35BD768418E31E0FAF04C351E3;G_OTGRD, G_VSL1
4976;40365409/8;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;C5863913FA9C257C2828E7F9B69C5C2A;G_OTGRD
4977;40364291/29;114,1;101,06;127,06;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;87431811773E6A37234085E2DE6B9D7F;G_OTGRD
4978;40375445/1;65;55,25;71,5;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;21D77C153942EDAF1F569EA7B18F6763;G_OTGRD, G_VSL1
4979;40359979/22;22,9;16,86;26,86;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;17-мая-2020;6DE165AD8FC9AAA6EAB752718D08FEAF;G_OTGRH, G_VSL1
4980;40375113/16;750;712,5;787,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;1BAF8729EBA341B41B975490E2A068B1;G_OTGRG
4981;40359979/21;56,1;0;78,46;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;17-мая-2020;34684288A77F389854478737773ED842;G_OTGRH, G_VSL1
4982;40374671/1;10;8;12;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;AA98ABCC57E13981493EC6E6DBEB3E12;G_OTGRD, G_VSL1
4983;40374320/1;20;16;24;ИСТИНА;ЛОЖЬ;8;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;098DCD5113FC2CE084858900D8B7307D;G_OTGRD, G_VSL1
4984;40375113/12;1000;950;1050;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;FFAA02F44C4F28E3919A1038C87129DE;G_OTGRG
4985;40375851/10;160;144;168;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;60ECFAADA8D6267712CF256354D6DAA0;G_OTGRH
4986;40375657/4;4;3,2;4,8;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;59C66ADBBA470577A708AC68314E87DA;G_OTGRD, G_VSL1
4987;40375552/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;D8DDE65B8D4C031C20BC52089E3C1FDD;G_OTGRD, G_VSL1
4988;40375951/6;40;34;44;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;D2E3FB382EC612D82994918FBDE2D57C;G_OTGRD, G_VSL1
4989;40360097/10;4,3;0;10,83;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatusUpstreamNotPlanned;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;55A93198B087C3F91A4AF90EC6C3A95A;G_OTGRD
4990;40364393/5;3,2;0;8;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛСТ;ImgPlannedStatusUpstreamNotPlanned;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;EADD23194432477A0AAF89A72E38EE7E;G_OTGRH
4991;40375570/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;5D9E4F90691C4330563BAD23D14FE0A8;G_OTGRD, G_VSL1
4992;40375259/2;1700;1615;1785;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;E7DD4AF4F240CD75B86DE887F317BD3D;G_OTGRG
4993;40375547/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;8E6E56C0C06D7ADCEE05CA917BD78A7A;G_OTGRD, G_VSL1
4994;40375113/6;750;712,5;787,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;9295B081DD11FC40F514FDEDD56286B9;G_OTGRG
4995;40375623/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;61BCF6E7301C90F3FF20E9086361FABC;G_OTGRD, G_VSL1
4996;40375644/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;EB0E1DA4E44EE4BD4EA0CACC53C11864;G_OTGRD, G_VSL1
4997;40375812/7;20;17;22;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;87B196BDCBB8920FBE1E9BCAE06F1708;G_OTGRD, G_VSL1
4998;40365400/1;65;58,5;71,5;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;DB91845C2F5F271D4A9ECB19262C8215;G_OTGRD
4999;40375537/1;40;36;44;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;5E60919D8F3AA3CE50F59058CAA80666;G_OTGRD, G_VSL1
5000;40375259/4;500;475;525;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;A6B99E09C8CF555E949FEFABBC806A97;G_OTGRG
5001;40375598/1;50;45;55;ИСТИНА;ИСТИНА;1;15;ПХИ;РЛН РСП;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;F94B069066FCEB63CB3EB88D547784A8;G_OTGRD, G_VSL1
5002;40375951/4;10;8;12;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;9AE123F49B80B03CF07793C0069DBECD;G_OTGRD, G_VSL1
5003;40363195/4;24;20,4;26,4;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;17-мая-2020;DE518EE386F40E213856348C8B064887;G_OTGRH, G_VSL1
5004;40372488/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;17-мая-2020;12E23767804AD6A80628CBB6CD82EA84;G_OTGRH, G_VSL1
5005;40374195/1;10;9;10,01;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;D16CE9B0E303152C878F85819E202FB1;G_OTGRD, G_VSL1
5006;40372993/4;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛСТ;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;4AA7B47542E336A050E15633436F291B;G_OTGRH
5007;40375689/1;320;304;336;ИСТИНА;ИСТИНА;1;15;ПХИ;РЛН РСП;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;7D2D9EEE13C7D76320A47FA2545195D9;G_OTGRD, G_VSL1
5008;40375951/9;5;4;6;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;197B1E74144488A1BC1E5D5C1FE1D06A;G_OTGRD, G_VSL1
5009;40365409/5;16,2;11,19;18,69;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;65BD4F0005FADF49B56211C2193554A6;G_OTGRD
5010;40375448/2;130;123,5;146,9;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;75E06349163E58424F23D3B933F66775;G_OTGRD, G_VSL1
5011;40375638/1;10;9;10,01;ИСТИНА;ЛОЖЬ;4;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;D5A869E07D69424D3E87AC44E4F43C6C;G_OTGRD, G_VSL1
5012;40375634/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;ADD92CA73B96F1CC04CCCB6FC4E3831E;G_OTGRD, G_VSL1
5013;40375864/2;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;F1E50CB0D1DE025421B6A783A7320092;G_OTGRH
5014;40373753/1;100;90;110;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;6D1CF33A3576D92715F499D97ABA9A15;G_OTGRD, G_VSL1
5015;40375464/4;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;8CA0A3285B38EBA6FF9A6C1900BA1835;G_OTGRH
5016;40375574/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;2D64D37C02E47BA2D86AEB8320A430A6;G_OTGRD, G_VSL1
5017;40375259/1;500;475;525;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;5012A6F8D990437B3C785D162FAD3C18;G_OTGRG
5018;40372808/1;34;28,9;37,4;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;0428DBBF525E3A92B336EFB8411AD4FE;G_OTGRG
5019;40365409/4;11,3;1,57;17,82;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;17-мая-2020;0582CDE9EA869B6965D4CB4C993E9BB0;G_OTGRD
5020;40375259/3;400;380;420;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;D62C070F186B3E55E86BC999CD3D297D;G_OTGRG
5021;40375577/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;1DDACF2FE9EAF420EB0DB66E5C8C5BE0;G_OTGRD, G_VSL1
5022;40373441/4;60;51;66;ИСТИНА;ЛОЖЬ;60;12;ПГ;ЛНТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;D3EF44EC7DE95DE0F85E895FAC586C8E;G_OTGRG
5023;40364309/9;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛСТ;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;17-мая-2020;B1AE29A2D6A4F60B3B4B76FAA37DF17B;G_OTGRH
5024;40375260/2;300;285;315;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;B7A96AD1EB7D032A102E506DCDB7A02B;G_OTGRG
5025;40363490/3;4000;3800;4200;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;E8927F8B5999BDFA7A0C5BABAF4FC5AB;G_OTGRG
5026;40368514/3;325;308,75;341,25;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;17-мая-2020;FE0EDADCAD863B63EDACE436998DE88F;G_OTGRD, G_VSL1
5027;40374974/6;3000;2850;3003;ИСТИНА;ЛОЖЬ;1;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;17-мая-2020;BE216FBD53DD79091103486E76431F6B;G_OTGRG
5028;40375113/2;130;123,5;136,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;C6C40BB2A31A8D210E042D543B64A3B4;G_OTGRG
5029;40363899/1;40;36;44;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;AF7E2AC6925DCF7AB9DCF0FB990DCD60;G_OTGRD, G_VSL1
5030;40374987/7;2000;1900;2002;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;8016A3B4412C06367E88987CCA208114;G_OTGRG
5031;40375113/4;600;570;630;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;CAE0B94ECEE283B4D0370359A1A11FD1;G_OTGRG
5032;40375448/1;520;494;546;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;433C1A8DE8760CE2EA79C32B66D5F669;G_OTGRD, G_VSL1
5033;40375579/1;27;24,3;27,027;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;AF11F7AF578B4282DF7063A1DC3F113A;G_OTGRD, G_VSL1
5034;40375433/3;2000;1900;2002;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;C03F056BC059A4EFE678A1FA2338E2E1;G_OTGRG
5035;40375113/15;300;285;315;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;F1A17595A415B3A1ED5649FE603B3FBA;G_OTGRG
5036;40364576/2;1,9;0;4,87;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;A9D65BBDB2326DA5114EE37B854016BA;G_OTGRD, G_VSL1
5037;40371393/3;45;36;54;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;E46B6B17244DD3617CAF86CBB8AAB03D;G_OTGRD, G_VSL1
5038;40371393/2;5;4;6;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;073C890DFE4696B71C3AD209F2884804;G_OTGRD, G_VSL1
5039;40374398/2;600;570;630;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;76070FF70EA30FBE1C686E9360F78380;G_OTGRG
5040;40373828/3;10;8;12;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;CA55F58714D4C5ADC133A820912216B5;G_OTGRD, G_VSL1
5041;40375409/2;500;475;500,5;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;4516ECFA24586B52F8ED239CF90C3312;G_OTGRG
5042;40364765/1;40;36;40,04;ИСТИНА;ЛОЖЬ;4;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;84178E546CF09BE684CF69D6836CD3DA;G_OTGRD, G_VSL1
5043;40375423/3;1000;950;1001;ИСТИНА;ЛОЖЬ;1;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;24-мая-2020;B5EFCCB20940B6846309612CD80B755C;G_OTGRG
5044;40364662/1;100;90;110;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;DB94933FD9AB4446149109C0D03D896B;G_OTGRD, G_VSL1
5045;40364576/1;6,7;4,73;8,73;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;2066DD30E8B09AE9D447E1C61EFB8208;G_OTGRD, G_VSL1
5046;40364101/1;33,2;23,22;43,22;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;F74748E43BCCAD9B3C07F5EEC499F9F5;G_OTGRD, G_VSL1
5047;40375347/2;75;63,75;82,5;ИСТИНА;ЛОЖЬ;4;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;A3F70D1302AB2DB9AF2D4DC6DA06718E;G_OTGRD, G_VSL1
5048;40371393/5;5;4;6;ИСТИНА;ЛОЖЬ;4;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;24-мая-2020;F07F6E9647530DD15BB4B38037773BAF;G_OTGRD, G_VSL1
